"connection_time","disconnect_time","done_charging_time","kwh_delivered","session_id","site_id","charger_id","station_id","connection_time_hours","charging_duration_hours"
"14-02-2020 01:55","14-02-2020 03:04","14-02-2020 02:41","3.889","2_39_139_28_2020-02-14 01:55:52.225068","2","CA-303","2-39-139-28","1.15","0.77"
"14-02-2020 02:57","14-02-2020 03:38","14-02-2020 03:38","2.254","2_39_138_29_2020-02-14 02:57:54.436040","2","CA-304","2-39-138-29","0.68","0.68"
"14-02-2020 02:59","14-02-2020 04:31","14-02-2020 04:20","4.142","2_39_129_17_2020-02-14 02:59:16.172563","2","CA-307","2-39-129-17","1.53","1.35"
"14-02-2020 04:23","14-02-2020 05:44","14-02-2020 05:44","4.48","2_39_139_28_2020-02-14 04:23:54.344141","2","CA-303","2-39-139-28","1.35","1.35"
"14-02-2020 14:45","14-02-2020 21:11","14-02-2020 19:53","14.375","2_39_79_383_2020-02-14 14:45:01.550752","2","CA-492","2-39-79-383","6.43","5.13"
"14-02-2020 14:55","15-02-2020 00:31","14-02-2020 18:47","5.654","2_39_89_25_2020-02-14 14:55:13.830014","2","CA-315","2-39-89-25","9.6","3.87"
"14-02-2020 15:40","15-02-2020 00:58","14-02-2020 18:47","12.145","2_39_78_366_2020-02-14 15:40:30.605112","2","CA-323","2-39-78-366","9.3","3.12"
"14-02-2020 15:41","15-02-2020 02:03","14-02-2020 22:36","0.819","2_39_79_380_2020-02-14 15:41:41.312434","2","CA-489","2-39-79-380","10.37","6.92"
"14-02-2020 15:49","15-02-2020 02:11","14-02-2020 22:02","17.55","2_39_79_382_2020-02-14 15:49:24.813369","2","CA-491","2-39-79-382","10.37","6.22"
"14-02-2020 16:09","14-02-2020 20:44","14-02-2020 18:53","14.895","2_39_79_376_2020-02-14 16:09:36.478434","2","CA-324","2-39-79-376","4.58","2.73"
"14-02-2020 16:29","14-02-2020 21:13","14-02-2020 18:47","5.731","2_39_139_28_2020-02-14 16:29:42.817630","2","CA-303","2-39-139-28","4.73","2.3"
"14-02-2020 16:33","15-02-2020 01:33","14-02-2020 18:47","10.084","2_39_91_437_2020-02-14 16:33:47.669363","2","CA-317","2-39-91-437","9","2.23"
"14-02-2020 16:35","14-02-2020 21:42","14-02-2020 21:13","12.458","2_39_78_361_2020-02-14 16:35:46.430857","2","CA-493","2-39-78-361","5.12","4.63"
"14-02-2020 16:46","14-02-2020 19:28","14-02-2020 19:26","8.027","2_39_79_381_2020-02-14 16:46:12.024935","2","CA-490","2-39-79-381","2.7","2.67"
"14-02-2020 16:52","15-02-2020 00:38","14-02-2020 18:48","0.836","2_39_92_436_2020-02-14 16:52:34.018299","2","CA-318","2-39-92-436","7.77","1.93"
"14-02-2020 16:59","15-02-2020 01:40","14-02-2020 18:47","5.297","2_39_78_363_2020-02-14 16:59:31.112056","2","CA-320","2-39-78-363","8.68","1.8"
"14-02-2020 17:07","15-02-2020 01:50","15-02-2020 01:50","15.766","2_39_78_367_2020-02-14 17:07:06.341805","2","CA-494","2-39-78-367","8.72","8.72"
"14-02-2020 17:19","15-02-2020 02:15","14-02-2020 19:29","6.314","2_39_92_442_2020-02-14 17:18:57.245157","2","CA-498","2-39-92-442","8.93","2.17"
"14-02-2020 17:20","15-02-2020 03:19","14-02-2020 18:47","3.759","2_39_125_21_2020-02-14 17:20:29.832486","2","CA-311","2-39-125-21","9.98","1.45"
"14-02-2020 17:21","15-02-2020 01:56","14-02-2020 18:47","1.22","2_39_79_379_2020-02-14 17:21:16.900821","2","CA-327","2-39-79-379","8.58","1.43"
"14-02-2020 17:32","15-02-2020 05:19","14-02-2020 18:47","2.089","2_39_90_26_2020-02-14 17:32:43.621886","2","CA-316","2-39-90-26","11.78","1.25"
"14-02-2020 17:47","15-02-2020 01:36","14-02-2020 20:04","7.189","2_39_78_365_2020-02-14 17:47:34.963803","2","CA-321","2-39-78-365","7.82","2.28"
"14-02-2020 18:00","15-02-2020 05:09","14-02-2020 19:56","5.831","2_39_95_27_2020-02-14 18:00:46.138754","2","CA-319","2-39-95-27","11.15","1.93"
"14-02-2020 18:02","14-02-2020 19:25","14-02-2020 19:15","3.492","2_39_127_19_2020-02-14 18:01:53.746885","2","CA-309","2-39-127-19","1.38","1.22"
"14-02-2020 18:05","14-02-2020 22:06","14-02-2020 19:43","10.365","2_39_124_22_2020-02-14 18:05:38.613496","2","CA-312","2-39-124-22","4.02","1.63"
"14-02-2020 18:34","14-02-2020 22:18","14-02-2020 22:19","0.946","2_39_78_360_2020-02-14 18:34:06.080580","2","CA-322","2-39-78-360","3.73","3.75"
"14-02-2020 18:38","14-02-2020 19:25","14-02-2020 19:21","1.714","2_39_126_20_2020-02-14 18:38:59.207912","2","CA-310","2-39-126-20","0.78","0.72"
"14-02-2020 18:55","14-02-2020 21:24","14-02-2020 19:47","4.369","2_39_88_24_2020-02-14 18:55:55.364431","2","CA-314","2-39-88-24","2.48","0.87"
"14-02-2020 18:56","14-02-2020 21:54","14-02-2020 21:54","17.987","2_39_79_377_2020-02-14 18:56:49.632600","2","CA-325","2-39-79-377","2.97","2.97"
"14-02-2020 19:09","14-02-2020 22:23","14-02-2020 20:05","2.334","2_39_78_364_2020-02-14 19:09:34.491941","2","CA-495","2-39-78-364","3.23","0.93"
"14-02-2020 19:59","15-02-2020 00:53","14-02-2020 21:31","8.551","2_39_79_381_2020-02-14 19:59:31.722365","2","CA-490","2-39-79-381","4.9","1.53"
"14-02-2020 20:09","15-02-2020 01:02","14-02-2020 21:23","4.645","2_39_95_444_2020-02-14 20:09:19.242768","2","CA-497","2-39-95-444","4.88","1.23"
"14-02-2020 21:18","15-02-2020 01:08","14-02-2020 23:24","6.65","2_39_79_376_2020-02-14 21:18:30.602653","2","CA-324","2-39-79-376","3.83","2.1"
"14-02-2020 21:35","14-02-2020 23:42","14-02-2020 22:15","1.661","2_39_88_24_2020-02-14 21:35:01.451067","2","CA-314","2-39-88-24","2.12","0.67"
"14-02-2020 22:08","15-02-2020 00:22","14-02-2020 23:54","9.896","2_39_79_377_2020-02-14 22:08:04.500541","2","CA-325","2-39-79-377","2.23","1.77"
"14-02-2020 22:15","15-02-2020 01:08","14-02-2020 23:01","4.123","2_39_124_22_2020-02-14 22:15:52.885209","2","CA-312","2-39-124-22","2.88","0.77"
"14-02-2020 22:35","15-02-2020 02:06","15-02-2020 01:36","1.662","2_39_78_360_2020-02-14 22:35:53.108369","2","CA-322","2-39-78-360","3.52","3.02"
"14-02-2020 22:43","15-02-2020 00:09","14-02-2020 23:23","3.383","2_39_90_440_2020-02-14 22:43:08.902967","2","CA-500","2-39-90-440","1.43","0.67"
"15-02-2020 01:05","15-02-2020 02:47","15-02-2020 02:24","3.745","2_39_130_31_2020-02-15 01:05:42.422870","2","CA-306","2-39-130-31","1.7","1.32"
"15-02-2020 01:21","15-02-2020 01:43","15-02-2020 01:43","0.615","2_39_79_377_2020-02-15 01:21:23.170713","2","CA-325","2-39-79-377","0.37","0.37"
"15-02-2020 16:34","15-02-2020 20:58","15-02-2020 18:14","0.827","2_39_79_380_2020-02-15 16:34:17.031105","2","CA-489","2-39-79-380","4.4","1.67"
"15-02-2020 17:42","15-02-2020 19:07","15-02-2020 19:07","8.443","2_39_131_30_2020-02-15 17:42:40.671152","2","CA-305","2-39-131-30","1.42","1.42"
"15-02-2020 20:44","15-02-2020 22:03","15-02-2020 22:03","5.378","2_39_128_18_2020-02-15 20:44:48.872879","2","CA-308","2-39-128-18","1.32","1.32"
"15-02-2020 21:47","15-02-2020 23:42","15-02-2020 23:42","5.572","2_39_127_19_2020-02-15 21:47:51.700451","2","CA-309","2-39-127-19","1.92","1.92"
"16-02-2020 00:11","16-02-2020 02:16","16-02-2020 00:53","1.881","2_39_123_23_2020-02-16 00:11:26.173386","2","CA-313","2-39-123-23","2.08","0.7"
"16-02-2020 02:29","16-02-2020 03:57","16-02-2020 03:01","0.861","2_39_139_28_2020-02-16 02:29:00.595558","2","CA-303","2-39-139-28","1.47","0.53"
"16-02-2020 02:37","16-02-2020 04:00","16-02-2020 03:07","0.871","2_39_88_24_2020-02-16 02:37:02.370163","2","CA-314","2-39-88-24","1.38","0.5"
"16-02-2020 03:13","16-02-2020 18:39","16-02-2020 11:12","51.346","2_39_131_30_2020-02-16 03:13:34.555538","2","CA-305","2-39-131-30","15.43","7.98"
"16-02-2020 17:54","16-02-2020 19:38","16-02-2020 19:34","4.869","2_39_89_25_2020-02-16 17:54:42.195275","2","CA-315","2-39-89-25","1.73","1.67"
"16-02-2020 21:25","16-02-2020 23:12","16-02-2020 23:12","11.205","2_39_138_29_2020-02-16 21:25:54.430182","2","CA-304","2-39-138-29","1.78","1.78"
"16-02-2020 21:29","16-02-2020 23:11","16-02-2020 23:11","5.646","2_39_131_30_2020-02-16 21:29:00.281777","2","CA-305","2-39-131-30","1.7","1.7"
"16-02-2020 23:07","17-02-2020 00:47","16-02-2020 23:38","0.86","2_39_88_24_2020-02-16 23:07:35.110332","2","CA-314","2-39-88-24","1.67","0.52"
"16-02-2020 23:29","17-02-2020 00:43","17-02-2020 00:43","3.924","2_39_139_28_2020-02-16 23:29:22.079461","2","CA-303","2-39-139-28","1.23","1.23"
"17-02-2020 17:40","17-02-2020 19:38","17-02-2020 18:11","0.836","2_39_79_380_2020-02-17 17:40:35.128719","2","CA-489","2-39-79-380","1.97","0.52"
"17-02-2020 18:04","18-02-2020 02:03","17-02-2020 20:12","12.335","2_39_79_379_2020-02-17 18:04:38.256154","2","CA-327","2-39-79-379","7.98","2.13"
"17-02-2020 18:10","17-02-2020 18:51","17-02-2020 18:51","2.308","2_39_139_28_2020-02-17 18:10:13.722040","2","CA-303","2-39-139-28","0.68","0.68"
"17-02-2020 18:22","17-02-2020 19:53","17-02-2020 19:04","1.724","2_39_130_31_2020-02-17 18:22:52.155510","2","CA-306","2-39-130-31","1.52","0.7"
"17-02-2020 18:31","18-02-2020 02:05","17-02-2020 20:06","10.256","2_39_79_376_2020-02-17 18:31:33.969620","2","CA-324","2-39-79-376","7.57","1.58"
"17-02-2020 19:45","17-02-2020 20:57","17-02-2020 20:57","7.836","2_39_139_28_2020-02-17 19:45:58.853142","2","CA-303","2-39-139-28","1.2","1.2"
"17-02-2020 19:51","17-02-2020 21:45","17-02-2020 21:45","6.258","2_39_127_19_2020-02-17 19:51:06.717142","2","CA-309","2-39-127-19","1.9","1.9"
"17-02-2020 21:31","18-02-2020 00:37","18-02-2020 00:19","0.836","2_39_79_380_2020-02-17 21:31:31.077092","2","CA-489","2-39-79-380","3.1","2.8"
"17-02-2020 22:20","18-02-2020 02:45","18-02-2020 00:27","6.47","2_39_78_365_2020-02-17 22:20:39.577262","2","CA-321","2-39-78-365","4.42","2.12"
"18-02-2020 00:17","18-02-2020 07:17","18-02-2020 06:02","36.936","2_39_139_28_2020-02-18 00:17:37.800316","2","CA-303","2-39-139-28","7","5.75"
"18-02-2020 02:02","18-02-2020 16:36","18-02-2020 04:02","6.323","2_39_79_381_2020-02-18 02:02:03.362460","2","CA-490","2-39-79-381","14.57","2"
"18-02-2020 03:35","18-02-2020 04:40","18-02-2020 04:27","2.198","2_39_129_17_2020-02-18 03:35:51.344019","2","CA-307","2-39-129-17","1.08","0.87"
"18-02-2020 03:53","18-02-2020 05:31","18-02-2020 05:23","5.309","2_39_78_365_2020-02-18 03:53:57.134086","2","CA-321","2-39-78-365","1.63","1.5"
"18-02-2020 15:59","19-02-2020 00:23","18-02-2020 17:54","6.447","2_39_139_28_2020-02-18 15:58:59.741931","2","CA-303","2-39-139-28","8.4","1.92"
"18-02-2020 16:01","19-02-2020 00:36","18-02-2020 18:04","6.546","2_39_79_377_2020-02-18 16:01:29.589067","2","CA-325","2-39-79-377","8.58","2.05"
"18-02-2020 16:03","19-02-2020 01:02","19-02-2020 00:37","0.875","2_39_79_380_2020-02-18 16:03:41.769531","2","CA-489","2-39-79-380","8.98","8.57"
"18-02-2020 16:15","19-02-2020 01:27","19-02-2020 01:27","43.629","2_39_78_366_2020-02-18 16:15:34.653455","2","CA-323","2-39-78-366","9.2","9.2"
"18-02-2020 16:17","19-02-2020 01:56","18-02-2020 18:48","6.274","2_39_90_440_2020-02-18 16:16:46.760531","2","CA-500","2-39-90-440","9.65","2.52"
"18-02-2020 16:17","19-02-2020 01:31","18-02-2020 18:47","10.74","2_39_92_436_2020-02-18 16:16:11.943638","2","CA-318","2-39-92-436","9.23","2.5"
"18-02-2020 16:33","19-02-2020 01:20","18-02-2020 18:05","4.743","2_39_79_379_2020-02-18 16:33:24.031430","2","CA-327","2-39-79-379","8.78","1.53"
"18-02-2020 16:45","19-02-2020 02:00","18-02-2020 17:58","3.729","2_39_130_31_2020-02-18 16:45:55.550109","2","CA-306","2-39-130-31","9.25","1.22"
"18-02-2020 16:47","19-02-2020 01:57","18-02-2020 19:44","17.266","2_39_89_25_2020-02-18 16:47:09.552838","2","CA-315","2-39-89-25","9.17","2.95"
"18-02-2020 16:48","19-02-2020 02:56","18-02-2020 21:05","14.202","2_39_126_560_2020-02-18 16:48:33.618182","2","CA-506","2-39-126-560","10.13","4.28"
"18-02-2020 16:50","19-02-2020 06:46","19-02-2020 00:36","0.835","2_39_79_381_2020-02-18 16:50:09.740783","2","CA-490","2-39-79-381","13.93","7.77"
"18-02-2020 16:50","18-02-2020 19:46","18-02-2020 18:43","5.098","2_39_127_19_2020-02-18 16:50:26.700004","2","CA-309","2-39-127-19","2.93","1.88"
"18-02-2020 17:10","19-02-2020 01:00","18-02-2020 17:53","1.733","2_39_89_439_2020-02-18 17:10:04.834078","2","CA-501","2-39-89-439","7.83","0.72"
"18-02-2020 17:10","19-02-2020 00:32","18-02-2020 22:01","11.135","2_39_78_365_2020-02-18 17:10:09.980229","2","CA-321","2-39-78-365","7.37","4.85"
"18-02-2020 17:10","19-02-2020 02:58","18-02-2020 18:36","4.425","2_39_125_21_2020-02-18 17:10:23.378142","2","CA-311","2-39-125-21","9.8","1.43"
"18-02-2020 17:12","18-02-2020 19:34","18-02-2020 19:34","15.406","2_39_92_442_2020-02-18 17:12:48.999168","2","CA-498","2-39-92-442","2.37","2.37"
"18-02-2020 17:29","19-02-2020 03:26","18-02-2020 18:33","3.131","2_39_123_23_2020-02-18 17:29:01.384706","2","CA-313","2-39-123-23","9.95","1.07"
"18-02-2020 17:45","19-02-2020 00:16","18-02-2020 18:32","4.548","2_39_124_22_2020-02-18 17:45:33.148099","2","CA-312","2-39-124-22","6.52","0.78"
"18-02-2020 17:47","19-02-2020 01:14","18-02-2020 20:34","9.422","2_39_90_26_2020-02-18 17:47:57.581190","2","CA-316","2-39-90-26","7.45","2.78"
"18-02-2020 17:55","19-02-2020 03:16","18-02-2020 20:30","15.445","2_39_95_27_2020-02-18 17:55:03.166578","2","CA-319","2-39-95-27","9.35","2.58"
"18-02-2020 17:55","19-02-2020 01:15","18-02-2020 23:17","17.82","2_39_78_364_2020-02-18 17:55:04.450051","2","CA-495","2-39-78-364","7.33","5.37"
"18-02-2020 18:16","18-02-2020 18:51","18-02-2020 18:51","3.766","2_39_91_441_2020-02-18 18:16:54.341450","2","CA-499","2-39-91-441","0.58","0.58"
"18-02-2020 18:18","19-02-2020 01:53","18-02-2020 19:07","1.999","2_39_79_378_2020-02-18 18:18:00.230357","2","CA-326","2-39-79-378","7.58","0.82"
"18-02-2020 18:37","18-02-2020 19:29","18-02-2020 19:23","1.044","2_39_78_367_2020-02-18 18:37:52.488321","2","CA-494","2-39-78-367","0.87","0.77"
"18-02-2020 18:39","19-02-2020 00:46","19-02-2020 00:46","24.286","2_39_78_360_2020-02-18 18:39:25.193613","2","CA-322","2-39-78-360","6.12","6.12"
"18-02-2020 18:55","19-02-2020 01:08","18-02-2020 23:25","15.076","2_39_79_376_2020-02-18 18:55:15.714762","2","CA-324","2-39-79-376","6.22","4.5"
"18-02-2020 18:55","19-02-2020 01:41","19-02-2020 01:42","6.723","2_39_78_362_2020-02-18 18:55:47.273534","2","CA-496","2-39-78-362","6.77","6.78"
"18-02-2020 19:34","18-02-2020 20:05","18-02-2020 20:04","1.718","2_39_88_24_2020-02-18 19:33:59.521964","2","CA-314","2-39-88-24","0.52","0.5"
"18-02-2020 19:40","18-02-2020 20:11","18-02-2020 20:10","1.723","2_39_92_442_2020-02-18 19:40:31.731370","2","CA-498","2-39-92-442","0.52","0.5"
"18-02-2020 19:52","18-02-2020 21:35","18-02-2020 21:35","9.569","2_39_127_19_2020-02-18 19:52:30.330645","2","CA-309","2-39-127-19","1.72","1.72"
"18-02-2020 19:56","19-02-2020 02:49","18-02-2020 21:09","2.444","2_39_91_441_2020-02-18 19:56:04.770740","2","CA-499","2-39-91-441","6.88","1.22"
"18-02-2020 20:04","18-02-2020 21:16","18-02-2020 21:15","1.052","2_39_78_367_2020-02-18 20:04:34.912266","2","CA-494","2-39-78-367","1.2","1.18"
"18-02-2020 20:16","18-02-2020 20:45","18-02-2020 20:44","0.767","2_39_95_444_2020-02-18 20:16:28.866390","2","CA-497","2-39-95-444","0.48","0.47"
"18-02-2020 20:30","19-02-2020 01:44","18-02-2020 21:27","1.322","2_39_79_383_2020-02-18 20:30:08.379643","2","CA-492","2-39-79-383","5.23","0.95"
"18-02-2020 20:32","19-02-2020 01:21","18-02-2020 21:26","5.424","2_39_91_437_2020-02-18 20:32:23.952697","2","CA-317","2-39-91-437","4.82","0.9"
"18-02-2020 20:47","18-02-2020 23:13","18-02-2020 22:13","3.85","2_39_88_24_2020-02-18 20:47:40.159622","2","CA-314","2-39-88-24","2.43","1.43"
"18-02-2020 21:32","18-02-2020 22:08","18-02-2020 22:07","1.025","2_39_78_367_2020-02-18 21:32:29.597336","2","CA-494","2-39-78-367","0.6","0.58"
"18-02-2020 21:41","19-02-2020 00:45","18-02-2020 23:31","0.833","2_39_128_562_2020-02-18 21:41:19.207021","2","CA-508","2-39-128-562","3.07","1.83"
"18-02-2020 21:52","19-02-2020 00:55","18-02-2020 23:55","6.736","2_39_127_19_2020-02-18 21:52:25.598220","2","CA-309","2-39-127-19","3.05","2.05"
"18-02-2020 22:25","18-02-2020 23:28","18-02-2020 23:27","1.055","2_39_78_367_2020-02-18 22:25:11.440729","2","CA-494","2-39-78-367","1.05","1.03"
"18-02-2020 23:44","19-02-2020 00:20","19-02-2020 00:19","1.04","2_39_78_367_2020-02-18 23:44:33.917877","2","CA-494","2-39-78-367","0.6","0.58"
"19-02-2020 00:30","19-02-2020 01:55","19-02-2020 01:01","0.84","2_39_139_28_2020-02-19 00:30:49.164615","2","CA-303","2-39-139-28","1.42","0.52"
"19-02-2020 00:37","19-02-2020 01:06","19-02-2020 01:06","0.594","2_39_78_367_2020-02-19 00:37:29.421599","2","CA-494","2-39-78-367","0.48","0.48"
"19-02-2020 01:21","19-02-2020 02:42","19-02-2020 01:55","1.254","2_39_131_30_2020-02-19 01:21:10.471513","2","CA-305","2-39-131-30","1.35","0.57"
"19-02-2020 03:55","19-02-2020 06:36","19-02-2020 06:36","14.506","2_39_79_382_2020-02-19 03:55:10.145268","2","CA-491","2-39-79-382","2.68","2.68"
"19-02-2020 04:22","19-02-2020 05:44","19-02-2020 05:44","4.652","2_39_129_17_2020-02-19 04:22:56.998345","2","CA-307","2-39-129-17","1.37","1.37"
"19-02-2020 10:16","19-02-2020 12:50","19-02-2020 12:50","13.206","2_39_139_28_2020-02-19 10:16:00.402226","2","CA-303","2-39-139-28","2.57","2.57"
"19-02-2020 15:47","19-02-2020 22:21","19-02-2020 16:56","3.498","2_39_131_30_2020-02-19 15:47:20.545563","2","CA-305","2-39-131-30","6.57","1.15"
"19-02-2020 15:48","20-02-2020 01:52","19-02-2020 22:50","3.304","2_39_79_377_2020-02-19 15:48:27.873517","2","CA-325","2-39-79-377","10.07","7.03"
"19-02-2020 15:56","19-02-2020 21:20","19-02-2020 16:26","0.809","2_39_79_380_2020-02-19 15:56:00.164285","2","CA-489","2-39-79-380","5.4","0.5"
"19-02-2020 16:12","20-02-2020 01:16","19-02-2020 18:01","9.406","2_39_78_366_2020-02-19 16:12:01.058468","2","CA-323","2-39-78-366","9.07","1.82"
"19-02-2020 16:24","20-02-2020 01:43","20-02-2020 00:47","53.265","2_39_79_378_2020-02-19 16:24:37.812042","2","CA-326","2-39-79-378","9.32","8.38"
"19-02-2020 16:33","20-02-2020 01:39","19-02-2020 19:21","13.043","2_39_79_376_2020-02-19 16:33:11.315653","2","CA-324","2-39-79-376","9.1","2.8"
"19-02-2020 16:41","20-02-2020 01:45","19-02-2020 19:54","10.982","2_39_129_17_2020-02-19 16:41:29.701061","2","CA-307","2-39-129-17","9.07","3.22"
"19-02-2020 16:43","20-02-2020 08:00","19-02-2020 18:56","5.831","2_39_79_383_2020-02-19 16:43:05.059589","2","CA-492","2-39-79-383","15.28","2.22"
"19-02-2020 16:50","19-02-2020 20:20","19-02-2020 18:31","5.29","2_39_127_19_2020-02-19 16:50:42.661074","2","CA-309","2-39-127-19","3.5","1.68"
"19-02-2020 17:00","20-02-2020 00:37","20-02-2020 00:38","2.985","2_39_78_362_2020-02-19 17:00:08.165536","2","CA-496","2-39-78-362","7.62","7.63"
"19-02-2020 17:05","20-02-2020 01:14","19-02-2020 19:59","9.834","2_39_90_26_2020-02-19 17:05:47.031463","2","CA-316","2-39-90-26","8.15","2.9"
"19-02-2020 17:11","19-02-2020 17:33","19-02-2020 17:33","1.884","2_39_78_361_2020-02-19 17:11:08.111697","2","CA-493","2-39-78-361","0.37","0.37"
"19-02-2020 17:19","20-02-2020 03:08","19-02-2020 18:30","3.645","2_39_125_21_2020-02-19 17:19:07.690586","2","CA-311","2-39-125-21","9.82","1.18"
"19-02-2020 17:28","20-02-2020 01:13","19-02-2020 23:34","0.897","2_39_79_381_2020-02-19 17:28:17.493939","2","CA-490","2-39-79-381","7.75","6.1"
"19-02-2020 17:31","20-02-2020 01:43","19-02-2020 18:57","4.21","2_39_89_25_2020-02-19 17:31:13.096909","2","CA-315","2-39-89-25","8.2","1.43"
"19-02-2020 17:31","20-02-2020 02:51","19-02-2020 18:41","3.135","2_39_126_20_2020-02-19 17:31:43.096590","2","CA-310","2-39-126-20","9.33","1.17"
"19-02-2020 17:33","20-02-2020 06:13","19-02-2020 18:35","6.213","2_39_78_363_2020-02-19 17:33:12.646012","2","CA-320","2-39-78-363","12.67","1.03"
"19-02-2020 17:43","20-02-2020 00:09","19-02-2020 19:36","11.29","2_39_123_23_2020-02-19 17:43:56.481965","2","CA-313","2-39-123-23","6.43","1.88"
"19-02-2020 17:50","19-02-2020 19:39","19-02-2020 19:30","0.891","2_39_78_361_2020-02-19 17:50:36.298023","2","CA-493","2-39-78-361","1.82","1.67"
"19-02-2020 17:51","20-02-2020 03:07","19-02-2020 19:54","10.962","2_39_78_365_2020-02-19 17:51:03.545942","2","CA-321","2-39-78-365","9.27","2.05"
"19-02-2020 18:00","20-02-2020 01:15","19-02-2020 19:41","4.063","2_39_95_444_2020-02-19 18:00:59.047447","2","CA-497","2-39-95-444","7.25","1.68"
"19-02-2020 18:03","19-02-2020 20:07","19-02-2020 20:02","0.911","2_39_78_360_2020-02-19 18:03:05.984394","2","CA-322","2-39-78-360","2.07","1.98"
"19-02-2020 18:21","20-02-2020 00:30","19-02-2020 20:11","10.773","2_39_95_27_2020-02-19 18:21:35.247584","2","CA-319","2-39-95-27","6.15","1.83"
"19-02-2020 18:30","20-02-2020 01:19","19-02-2020 19:56","7.889","2_39_92_442_2020-02-19 18:30:26.517284","2","CA-498","2-39-92-442","6.82","1.43"
"19-02-2020 19:13","19-02-2020 20:16","19-02-2020 19:44","0.935","2_39_88_24_2020-02-19 19:13:53.188994","2","CA-314","2-39-88-24","1.05","0.52"
"19-02-2020 19:14","20-02-2020 01:50","19-02-2020 21:08","6.125","2_39_90_440_2020-02-19 19:14:56.864062","2","CA-500","2-39-90-440","6.6","1.9"
"19-02-2020 19:53","20-02-2020 01:43","19-02-2020 21:04","3.596","2_39_124_22_2020-02-19 19:53:01.140044","2","CA-312","2-39-124-22","5.83","1.18"
"19-02-2020 19:57","19-02-2020 23:06","19-02-2020 23:03","0.885","2_39_78_361_2020-02-19 19:57:17.318406","2","CA-493","2-39-78-361","3.15","3.1"
"19-02-2020 20:22","19-02-2020 21:55","19-02-2020 21:52","0.879","2_39_78_360_2020-02-19 20:22:51.129617","2","CA-322","2-39-78-360","1.55","1.5"
"19-02-2020 20:36","20-02-2020 01:55","19-02-2020 21:18","1.745","2_39_88_24_2020-02-19 20:36:22.677066","2","CA-314","2-39-88-24","5.32","0.7"
"19-02-2020 20:50","20-02-2020 01:10","20-02-2020 01:10","27.779","2_39_91_441_2020-02-19 20:50:22.298478","2","CA-499","2-39-91-441","4.33","4.33"
"19-02-2020 20:59","20-02-2020 00:58","19-02-2020 22:53","12.194","2_39_91_437_2020-02-19 20:59:19.442491","2","CA-317","2-39-91-437","3.98","1.9"
"19-02-2020 21:00","20-02-2020 00:23","19-02-2020 21:27","1.613","2_39_127_19_2020-02-19 21:00:52.735722","2","CA-309","2-39-127-19","3.38","0.45"
"19-02-2020 21:15","19-02-2020 23:51","19-02-2020 23:34","4.126","2_39_123_557_2020-02-19 21:14:59.751675","2","CA-503","2-39-123-557","2.6","2.32"
"19-02-2020 21:48","19-02-2020 23:59","19-02-2020 23:59","8.513","2_39_79_380_2020-02-19 21:48:37.611445","2","CA-489","2-39-79-380","2.18","2.18"
"19-02-2020 21:59","20-02-2020 02:52","20-02-2020 02:52","14.84","2_39_130_564_2020-02-19 21:59:01.087682","2","CA-510","2-39-130-564","4.88","4.88"
"19-02-2020 22:13","19-02-2020 22:55","19-02-2020 22:50","0.893","2_39_78_360_2020-02-19 22:13:13.092759","2","CA-322","2-39-78-360","0.7","0.62"
"19-02-2020 23:09","20-02-2020 00:26","20-02-2020 00:12","0.889","2_39_78_360_2020-02-19 23:09:03.402627","2","CA-322","2-39-78-360","1.28","1.05"
"19-02-2020 23:51","20-02-2020 00:57","20-02-2020 00:57","6.007","2_39_78_361_2020-02-19 23:51:24.023678","2","CA-493","2-39-78-361","1.1","1.1"
"20-02-2020 00:05","20-02-2020 07:08","20-02-2020 01:08","2.087","2_39_88_438_2020-02-20 00:05:29.747806","2","CA-502","2-39-88-438","7.05","1.05"
"20-02-2020 00:24","20-02-2020 01:59","20-02-2020 01:22","2.763","2_39_123_23_2020-02-20 00:24:18.513547","2","CA-313","2-39-123-23","1.58","0.97"
"20-02-2020 01:36","20-02-2020 03:04","20-02-2020 03:02","9.223","2_39_78_367_2020-02-20 01:36:30.809100","2","CA-494","2-39-78-367","1.47","1.43"
"20-02-2020 02:55","20-02-2020 04:27","20-02-2020 04:27","6.529","2_39_131_30_2020-02-20 02:55:53.088727","2","CA-305","2-39-131-30","1.53","1.53"
"20-02-2020 03:07","20-02-2020 05:16","20-02-2020 03:37","0.847","2_39_129_17_2020-02-20 03:07:48.487996","2","CA-307","2-39-129-17","2.15","0.5"
"20-02-2020 04:21","20-02-2020 17:53","20-02-2020 06:22","6.405","2_39_127_19_2020-02-20 04:21:11.669226","2","CA-309","2-39-127-19","13.53","2.02"
"20-02-2020 15:55","21-02-2020 01:34","20-02-2020 17:50","0.928","2_39_78_366_2020-02-20 15:55:01.085174","2","CA-323","2-39-78-366","9.65","1.92"
"20-02-2020 15:57","21-02-2020 00:44","20-02-2020 17:58","6.392","2_39_79_377_2020-02-20 15:57:22.324140","2","CA-325","2-39-79-377","8.78","2.02"
"20-02-2020 16:29","21-02-2020 00:47","20-02-2020 18:16","9.303","2_39_79_383_2020-02-20 16:29:05.231468","2","CA-492","2-39-79-383","8.3","1.78"
"20-02-2020 16:29","20-02-2020 22:07","20-02-2020 17:33","5.85","2_39_89_25_2020-02-20 16:29:28.419146","2","CA-315","2-39-89-25","5.63","1.07"
